Reef,Location,Transect,Depth,Coral Cover,Diam_cm,Date,Time,Exposure,Behaviour,PreyItem,X_transect,Y _belt,Exposure_binary,Time_Cat
Gili Lankanfushi,Site G,G-03,15m,5,37,8/03/2017,16:15:00,100,Feeding,Pavona,,,1,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,44,8/03/2017,16:15:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,49,8/03/2017,16:15:00,100,Moving,,,,1,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,?,8/03/2017,16:15:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,42,8/03/2017,16:15:00,100,Feeding,Acropora ,,,1,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,46,8/03/2017,16:15:00,100,Feeding,Symphillia radiens,,,1,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,30,8/03/2017,16:15:00,100,Feeding,Montipora,,,1,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,41,29/03/2017,20:45:00,100,Feeding,CCA,,,1,Night
Gili Lankanfushi,Site G,G-03,15m,5,42,29/03/2017,20:45:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-03,15m,5,42,29/03/2017,20:45:00,100,Feeding,Echinopora,,,1,Night
Gili Lankanfushi,Site G,G-03,15m,5,44,29/03/2017,20:45:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-03,15m,5,43,29/03/2017,20:45:00,100,Feeding,Acropora ,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,33,17/03/2017,9:30:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-01,2m,18,37,17/03/2017,9:30:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-01,2m,18,31,17/03/2017,9:30:00,100,Feeding,Pavona,,,1,Morning
Gili Lankanfushi,Site H,H-01,2m,18,42,17/03/2017,9:30:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-01,2m,18,40,17/03/2017,9:30:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-01,2m,18,55,17/03/2017,9:30:00,100,Feeding,P. verrucosa,,,1,Morning
Gili Lankanfushi,Site H,H-01,2m,18,48,17/03/2017,9:30:00,100,Feeding,P. lutea,,,1,Morning
Gili Lankanfushi,Site H,H-01,2m,18,40,17/03/2017,9:30:00,100,Resting,,,,1,Morning
Gili Lankanfushi,Site H,H-01,2m,18,51,17/03/2017,9:30:00,100,Feeding,P. solida,,,1,Morning
Gili Lankanfushi,Site H,H-01,2m,18,35,16/02/2017,11:45:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-01,2m,18,36,16/02/2017,11:45:00,100,Moving,,,,1,Midday
Gili Lankanfushi,Site H,H-01,2m,18,51,16/02/2017,11:45:00,100,Feeding,Echinopora,,,1,Midday
Gili Lankanfushi,Site H,H-01,2m,18,28,16/02/2017,11:45:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-01,2m,18,35,16/02/2017,11:45:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-01,2m,18,42,14/03/2017,16:30:00,100,Feeding,P. rus,,,1,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,48,14/03/2017,16:30:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,40,14/03/2017,16:30:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,37,14/03/2017,16:30:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,30,14/03/2017,16:30:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,30,14/03/2017,16:30:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,39,14/03/2017,16:30:00,100,Feeding,Acropora ,,,1,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,43,14/03/2017,16:30:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,45,14/03/2017,16:30:00,100,Feeding,Goniastrea retiformis,,,1,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,38,14/03/2017,16:30:00,100,Feeding,Pavona,,,1,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,48,14/03/2017,16:30:00,0,Feeding,Leptoseris,,,0,Afternoon
Gili Lankanfushi,Site H,H-01,2m,18,36,26/03/2017,21:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,40,26/03/2017,21:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,43,26/03/2017,21:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,40,26/03/2017,21:00:00,100,Feeding,Pavona,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,44,26/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,43,26/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,37,26/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,46,26/03/2017,21:00:00,100,Feeding,Favia pallida,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,44,26/03/2017,21:00:00,100,Feeding,CCA,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,42,26/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,42,26/03/2017,21:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,22,26/03/2017,21:00:00,100,Feeding,Montipora,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,44,26/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,36,26/03/2017,21:00:00,100,Feeding,Montipora,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,42,26/03/2017,21:00:00,100,Feeding,Goniastrea retiformis,,,1,Night
Gili Lankanfushi,Site H,H-01,2m,18,49,26/03/2017,21:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,39,17/03/2017,8:45:00,100,Feeding,Pavona,,,1,Morning
Gili Lankanfushi,Site H,H-02,8m,15,40,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-02,8m,15,39,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-02,8m,15,43,17/03/2017,8:45:00,100,Feeding,Echinopora,,,1,Morning
Gili Lankanfushi,Site H,H-02,8m,15,42,17/03/2017,8:45:00,0,Feeding,Pavona,,,0,Morning
Gili Lankanfushi,Site H,H-02,8m,15,35,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-02,8m,15,30,17/03/2017,8:45:00,0,Feeding,Pavona,,,0,Morning
Gili Lankanfushi,Site H,H-02,8m,15,35,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-02,8m,15,44,16/03/2017,11:30:00,100,Feeding,Fungidae,,,1,Midday
Gili Lankanfushi,Site H,H-02,8m,15,37,16/03/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-02,8m,15,35,16/03/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-02,8m,15,40,16/03/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-02,8m,15,32,16/03/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-02,8m,15,48,16/03/2017,11:30:00,100,Feeding,Pavona,,,1,Midday
Gili Lankanfushi,Site H,H-02,8m,15,57,14/03/2017,16:15:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,45,14/03/2017,16:15:00,0,Feeding,Pavona,,,0,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,42,14/03/2017,16:15:00,100,Feeding,P. lutea,,,1,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,37,14/03/2017,16:15:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,39,14/03/2017,16:15:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,40,14/03/2017,16:15:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,46,14/03/2017,16:15:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,43,14/03/2017,16:15:00,0,Feeding,Acropora ,,,0,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,40,14/03/2017,16:15:00,100,Feeding,Goniastrea retiformis,,,1,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,42,14/03/2017,16:15:00,100,Feeding,Galaxea fascularis,,,1,Afternoon
Gili Lankanfushi,Site H,H-02,8m,15,36,26/03/2017,20:30:00,100,Feeding,Echinopora,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,30,26/03/2017,20:30:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,40,26/03/2017,20:30:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,41,26/03/2017,20:30:00,100,Feeding,Pavona,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,42,26/03/2017,20:30:00,100,Moving,,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,43,26/03/2017,20:30:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,44,26/03/2017,20:30:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,41,26/03/2017,20:30:00,100,Feeding,Leptoseris,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,47,26/03/2017,20:30:00,100,Feeding,Pavona,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,48,26/03/2017,20:30:00,100,(s)spawnng,,,,1,Night
Gili Lankanfushi,Site H,H-02,8m,15,42,26/03/2017,20:30:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site H,H-03,15m,7,36,17/03/2017,8:45:00,100,Resting,,,,1,Morning
Gili Lankanfushi,Site H,H-03,15m,7,32,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-03,15m,7,42,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-03,15m,7,40,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-03,15m,7,42,17/03/2017,8:45:00,0,Feeding,P. lutea,,,0,Morning
Gili Lankanfushi,Site H,H-03,15m,7,43,17/03/2017,8:45:00,0,Feeding,P. rus,,,0,Morning
Gili Lankanfushi,Site H,H-03,15m,7,40,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-03,15m,7,37,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-03,15m,7,?,17/03/2017,8:45:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site H,H-03,15m,7,39,17/03/2017,8:45:00,100,Resting,,,,1,Morning
Gili Lankanfushi,Site H,H-03,15m,7,51,16/03/2017,11:30:00,100,Feeding,Pavona,,,1,Midday
Gili Lankanfushi,Site H,H-03,15m,7,30,6/03/2017,11:30:00,0,Feeding,Acropora ,,,0,Midday
Gili Lankanfushi,Site H,H-03,15m,7,35,24/02/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-03,15m,7,53,14/02/2017,11:30:00,100,Feeding,Pavona,,,1,Midday
Gili Lankanfushi,Site H,H-03,15m,7,36,4/02/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-03,15m,7,30,25/01/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site H,H-03,15m,7,35,14/03/2017,16:00:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,41,14/03/2017,16:00:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,40,14/03/2017,16:00:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,40,14/03/2017,16:00:00,0,Feeding,Montipora,,,0,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,37,14/03/2017,16:00:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,35,14/03/2017,16:00:00,100,Feeding,Pavona,,,1,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,53,14/03/2017,16:00:00,100,Feeding,Pavona,,,1,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,38,14/03/2017,16:00:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,36,14/03/2017,16:00:00,100,Feeding,Pavona,,,1,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,43,14/03/2017,16:00:00,100,Feeding,P. rus,,,1,Afternoon
Gili Lankanfushi,Site H,H-03,15m,7,45,26/03/2017,20:00:00,100,Moving,,,,1,Night
Gili Lankanfushi,Site H,H-03,15m,7,42,26/03/2017,20:00:00,100,Moving,,,,1,Night
Gili Lankanfushi,Site H,H-03,15m,7,38,26/03/2017,20:00:00,100,Moving,,,,1,Night
Gili Lankanfushi,Site H,H-03,15m,7,48,26/03/2017,20:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site H,H-03,15m,7,43,26/03/2017,20:00:00,100,Moving,,,,1,Night
Gili Lankanfushi,Site H,H-03,15m,7,44,26/03/2017,20:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site H,H-03,15m,7,39,26/03/2017,20:00:00,100,Moving,,,,1,Night
